"b1-nummer","achternaam","voorletters","voorna(a)m(en)","roepnaam","prepositie","geslacht","partij(en)/fractie(s)","functie","bijzondere functie(s)","post(en) in kabinet(ten)","naam kabinet(ten)","begin periode","einde periode","url"
"02203","Arib","K.","Khadija","Khadija","","v","PvdA","2e kamerlid","","","","2007-03-01","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljpk5z1"
"02203","Arib","K.","Khadija","Khadija","","v","PvdA","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljpk5z1"
"02203","Arib","K.","Khadija","Khadija","","v","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljpk5z1"
"02204","Atsma","J.J.","Johannes Jan","Joop","","m","CDA","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljpk5z2"
"02204","Atsma","J.J.","Johannes Jan","Joop","","m","CDA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljpk5z2"
"02204","Atsma","J.J.","Johannes Jan","Joop","","m","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljpk5z2"
"02204","Atsma","J.J.","Johannes Jan","Joop","","m","CDA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljpk5z2"
"02204","Atsma","J.J.","Johannes Jan","Joop","","m","CDA","2e kamerlid","","","","2006-11-30","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljpk5z2"
"02204","Atsma","J.J.","Johannes Jan","Joop","","m","CDA","2e kamerlid","","","","2010-06-17","2010-10-13","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljpk5z2"
"02204","Atsma","J.J.","Johannes Jan","Joop","","m","CDA","staatssecretaris","","Infrastructuur en Milieu","eerste kabinet-Rutte","2010-10-14","2012-11-04","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljpk5z2"
"02205","Blok","S.A.","Stephanus Abraham","Stef","","m","VVD","2e kamerlid","","","","1998-08-25","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljqj5z3"
"02205","Blok","S.A.","Stephanus Abraham","Stef","","m","VVD","2e kamerlid","","","","2002-09-03","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljqj5z3"
"02205","Blok","S.A.","Stephanus Abraham","Stef","","m","VVD","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljqj5z3"
"02205","Blok","S.A.","Stephanus Abraham","Stef","","m","VVD","2e kamerlid","","","","2006-11-30","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljqj5z3"
"02205","Blok","S.A.","Stephanus Abraham","Stef","","m","VVD","2e kamerlid","","","","2012-09-20","2012-11-04","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljqj5z3"
"02205","Blok","S.A.","Stephanus Abraham","Stef","","m","VVD","2e kamerlid","fractievoorzitter","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljqj5z3"
"02205","Blok","S.A.","Stephanus Abraham","Stef","","m","VVD","minister","","Veiligheid en Justitie","tweede kabinet-Rutte","2015-03-10","2015-03-19","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljqj5z3"
"02205","Blok","S.A.","Stephanus Abraham","Stef","","m","VVD","minister","","minister voor Wonen en Rijksdienst","tweede kabinet-Rutte","2012-11-05","","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljqj5z3"
"02206","Balemans","E.R.M.","Eric Raymond Maria","Eric","","m","VVD","2e kamerlid","","","","1998-08-25","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljqj5z4"
"02206","Balemans","E.R.M.","Eric Raymond Maria","Eric","","m","VVD","2e kamerlid","","","","2003-06-03","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljqj5z4"
"02207","Balkenende","J.P.","Jan Pieter","Jan Peter","","m","CDA","2e kamerlid","fractievoorzitter","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z5"
"02207","Balkenende","J.P.","Jan Pieter","Jan Peter","","m","CDA","2e kamerlid","fractievoorzitter","","","2002-05-23","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z5"
"02207","Balkenende","J.P.","Jan Pieter","Jan Peter","","m","CDA","2e kamerlid","fractievoorzitter","","","2003-01-30","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z5"
"02207","Balkenende","J.P.","Jan Pieter","Jan Peter","","m","CDA","2e kamerlid","fractievoorzitter","","","2006-11-30","2007-02-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z5"
"02207","Balkenende","J.P.","Jan Pieter","Jan Peter","","m","CDA","minister","","Algemene Zaken","derde kabinet-Balkenende","2006-07-07","2007-02-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z5"
"02207","Balkenende","J.P.","Jan Pieter","Jan Peter","","m","CDA","minister","","Algemene Zaken","eerste kabinet-Balkenende","2002-07-22","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z5"
"02207","Balkenende","J.P.","Jan Pieter","Jan Peter","","m","CDA","minister","","Algemene Zaken","tweede kabinet-Balkenende","2003-05-27","2006-07-06","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z5"
"02207","Balkenende","J.P.","Jan Pieter","Jan Peter","","m","CDA","minister","","Algemene Zaken","vierde kabinet-Balkenende","2007-02-22","2010-02-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z5"
"02207","Balkenende","J.P.","Jan Pieter","Jan Peter","","m","CDA","minister","","Algemene Zaken","vierde kabinet-Balkenende","2010-02-23","2010-10-13","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z5"
"02207","Balkenende","J.P.","Jan Pieter","Jan Peter","","m","CDA","minister","","Minister-President","derde kabinet-Balkenende","2006-07-07","2007-02-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z5"
"02207","Balkenende","J.P.","Jan Pieter","Jan Peter","","m","CDA","minister","","Minister-President","eerste kabinet-Balkenende","2002-07-22","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z5"
"02207","Balkenende","J.P.","Jan Pieter","Jan Peter","","m","CDA","minister","","Minister-President","tweede kabinet-Balkenende","2003-05-27","2006-07-06","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z5"
"02207","Balkenende","J.P.","Jan Pieter","Jan Peter","","m","CDA","minister","","Minister-President","vierde kabinet-Balkenende","2007-02-22","2010-02-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z5"
"02207","Balkenende","J.P.","Jan Pieter","Jan Peter","","m","CDA","minister","","Minister-President","vierde kabinet-Balkenende","2010-02-23","2010-10-13","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z5"
"02208","Barth","M.A.M.","Magdalena Antoinette Maria","Marleen","","v","PvdA","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z6"
"02208","Barth","M.A.M.","Magdalena Antoinette Maria","Marleen","","v","PvdA","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z6"
"02208","Barth","M.A.M.","Magdalena Antoinette Maria","Marleen","","v","PvdA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z6"
"02209","Beek","W.I.I.","Willibrordus Ildefonsus Ignatius","Willibrord","van","m","VVD","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z7"
"02209","Beek","W.I.I.","Willibrordus Ildefonsus Ignatius","Willibrord","van","m","VVD","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z7"
"02209","Beek","W.I.I.","Willibrordus Ildefonsus Ignatius","Willibrord","van","m","VVD","2e kamerlid","","","","2006-11-30","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z7"
"02209","Beek","W.I.I.","Willibrordus Ildefonsus Ignatius","Willibrord","van","m","VVD","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z7"
"02209","Beek","W.I.I.","Willibrordus Ildefonsus Ignatius","Willibrord","van","m","VVD","2e kamerlid","fractievoorzitter","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljrp5z7"
"02210","Belinfante","J.C.E.","Judith Clara Engelina","Judith","","v","PvdA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljso4z8"
"02211","Bommel","H.","Henricus","Harry","van","m","SP","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljso4z9"
"02211","Bommel","H.","Henricus","Harry","van","m","SP","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljso4z9"
"02211","Bommel","H.","Henricus","Harry","van","m","SP","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljso4z9"
"02211","Bommel","H.","Henricus","Harry","van","m","SP","2e kamerlid","","","","2006-11-30","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljso4z9"
"02211","Bommel","H.","Henricus","Harry","van","m","SP","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljso4z9"
"02211","Bommel","H.","Henricus","Harry","van","m","SP","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljso4z9"
"02212","Bos","W.J.","Wouter Jacob","Wouter","","m","PvdA","2e kamerlid","","","","1998-05-19","2000-03-23","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljtu4za"
"02212","Bos","W.J.","Wouter Jacob","Wouter","","m","PvdA","2e kamerlid","fractievoorzitter","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljtu4za"
"02212","Bos","W.J.","Wouter Jacob","Wouter","","m","PvdA","2e kamerlid","fractievoorzitter","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljtu4za"
"02212","Bos","W.J.","Wouter Jacob","Wouter","","m","PvdA","2e kamerlid","fractievoorzitter","","","2006-11-30","2007-02-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljtu4za"
"02212","Bos","W.J.","Wouter Jacob","Wouter","","m","PvdA","minister","","Financiën","vierde kabinet-Balkenende","2007-02-22","2010-02-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljtu4za"
"02212","Bos","W.J.","Wouter Jacob","Wouter","","m","PvdA","minister","","Viceminister-president","vierde kabinet-Balkenende","2007-02-22","2010-02-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljtu4za"
"02212","Bos","W.J.","Wouter Jacob","Wouter","","m","PvdA","staatssecretaris","","Financiën","tweede kabinet-Kok","2000-03-24","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljtu4za"
"02213","Buijs","S.","Salomon","Siem","","m","CDA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljtu4zb"
"02213","Buijs","S.","Salomon","Siem","","m","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljtu4zb"
"02213","Buijs","S.","Salomon","Siem","","m","CDA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljtu4zb"
"02214","Brood","Ph.G.","Philippe Gérard","Philippe","","m","VVD","2e kamerlid","","","","1998-08-25","2000-04-12","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljut4zc"
"02215","Duijkers","M.D.F.G.M.","Maria Desirée Francisca Gerarda Margaretha","Desirée","","v","PvdA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljut4zd"
"02216","Eurlings","C.M.P.S.","Camiel Martinus Petrus Stephanus","Camiel","","m","CDA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljvz3ze"
"02216","Eurlings","C.M.P.S.","Camiel Martinus Petrus Stephanus","Camiel","","m","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljvz3ze"
"02216","Eurlings","C.M.P.S.","Camiel Martinus Petrus Stephanus","Camiel","","m","CDA","2e kamerlid","","","","2003-01-30","2004-07-19","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljvz3ze"
"02216","Eurlings","C.M.P.S.","Camiel Martinus Petrus Stephanus","Camiel","","m","CDA","minister","","Verkeer en Waterstaat","vierde kabinet-Balkenende","2007-02-22","2010-02-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljvz3ze"
"02216","Eurlings","C.M.P.S.","Camiel Martinus Petrus Stephanus","Camiel","","m","CDA","minister","","Verkeer en Waterstaat","vierde kabinet-Balkenende","2010-02-23","2010-10-13","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljvz3ze"
"02217","Geluk","J.M.","Jan Marinus","Jan","","m","VVD","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljvz3zf"
"02217","Geluk","J.M.","Jan Marinus","Jan","","m","VVD","2e kamerlid","","","","2002-10-16","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljvz3zf"
"02217","Geluk","J.M.","Jan Marinus","Jan","","m","VVD","2e kamerlid","","","","2003-01-30","2005-06-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljvz3zf"
"02218","Gent","W.","Wilhelmina","Ineke","van","v","GroenLinks","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljwy3zg"
"02218","Gent","W.","Wilhelmina","Ineke","van","v","GroenLinks","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljwy3zg"
"02218","Gent","W.","Wilhelmina","Ineke","van","v","GroenLinks","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljwy3zg"
"02218","Gent","W.","Wilhelmina","Ineke","van","v","GroenLinks","2e kamerlid","","","","2006-11-30","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljwy3zg"
"02218","Gent","W.","Wilhelmina","Ineke","van","v","GroenLinks","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljwy3zg"
"02219","Gortzak","W.","Wouter","Wouter","","m","PvdA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljwy3zh"
"02220","Halsema","F.","Femke","Femke","","v","GroenLinks","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljy43zi"
"02220","Halsema","F.","Femke","Femke","","v","GroenLinks","2e kamerlid","fractievoorzitter","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljy43zi"
"02220","Halsema","F.","Femke","Femke","","v","GroenLinks","2e kamerlid","fractievoorzitter","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljy43zi"
"02220","Halsema","F.","Femke","Femke","","v","GroenLinks","2e kamerlid","fractievoorzitter","","","2006-11-30","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljy43zi"
"02220","Halsema","F.","Femke","Femke","","v","GroenLinks","2e kamerlid","fractievoorzitter","","","2010-06-17","2011-01-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljy43zi"
"02221","Hamer","M.I.","Mariëtte Iris","Mariëtte","","v","PvdA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljy43zj"
"02221","Hamer","M.I.","Mariëtte Iris","Mariëtte","","v","PvdA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljy43zj"
"02221","Hamer","M.I.","Mariëtte Iris","Mariëtte","","v","PvdA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljy43zj"
"02221","Hamer","M.I.","Mariëtte Iris","Mariëtte","","v","PvdA","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljy43zj"
"02221","Hamer","M.I.","Mariëtte Iris","Mariëtte","","v","PvdA","2e kamerlid","","","","2012-09-20","2014-09-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljy43zj"
"02221","Hamer","M.I.","Mariëtte Iris","Mariëtte","","v","PvdA","2e kamerlid","fractievoorzitter","","","2006-11-30","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljy43zj"
"02222","Harrewijn","A.B.","Albert Bastiaan","Ab","","m","GroenLinks","2e kamerlid","","","","1998-05-19","2002-05-12","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljz32zk"
"02223","Hermann","C.","Cornelia","Corrie","","v","GroenLinks","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljz32zl"
"02224","Herrebrugh","W.","Willem","Willem","","m","PvdA","2e kamerlid","","","","1998-08-26","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09lljz32zm"
"02225","Hoek","A.","Antje","Annet","van der","v","PvdA","2e kamerlid","","","","1998-08-25","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llk092zn"
"02226","Kant","A.C.","Agnes Catharina","Agnes","","v","SP","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llk092zo"
"02226","Kant","A.C.","Agnes Catharina","Agnes","","v","SP","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09llk092zo"
"02226","Kant","A.C.","Agnes Catharina","Agnes","","v","SP","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09llk092zo"
"02226","Kant","A.C.","Agnes Catharina","Agnes","","v","SP","2e kamerlid","fractievoorzitter","","","2006-11-30","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg09llk092zo"
"02227","Knaap","C.","Cornelis","Cees","van der","m","CDA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llk182zp"
"02227","Knaap","C.","Cornelis","Cees","van der","m","CDA","2e kamerlid","","","","2002-05-23","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llk182zp"
"02227","Knaap","C.","Cornelis","Cees","van der","m","CDA","2e kamerlid","","","","2003-01-30","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg09llk182zp"
"02227","Knaap","C.","Cornelis","Cees","van der","m","CDA","2e kamerlid","","","","2006-11-30","2007-02-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llk182zp"
"02227","Knaap","C.","Cornelis","Cees","van der","m","CDA","staatssecretaris","","Defensie","derde kabinet-Balkenende","2006-07-07","2007-02-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llk182zp"
"02227","Knaap","C.","Cornelis","Cees","van der","m","CDA","staatssecretaris","","Defensie","eerste kabinet-Balkenende","2002-07-22","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg09llk182zp"
"02227","Knaap","C.","Cornelis","Cees","van der","m","CDA","staatssecretaris","","Defensie","tweede kabinet-Balkenende","2003-05-27","2006-07-06","http://www.parlementairdocumentatiecentrum.nl/id/vg09llk182zp"
"02227","Knaap","C.","Cornelis","Cees","van der","m","CDA","staatssecretaris","","Defensie","vierde kabinet-Balkenende","2007-02-22","2007-12-17","http://www.parlementairdocumentatiecentrum.nl/id/vg09llk182zp"
